,Date,Stock Difference,Value
253,2018-10-04,TramsRail_FR_Dif,0.583827823
254,2018-10-04,Uestra_DE_Dif,-0.978634793
255,2018-11-04,HongKongPT_Dif,0.968626772
256,2018-11-04,JapanRail_Dif,1.396689451
257,2018-11-04,SaudiPT_Dif,0.338134926
258,2018-11-04,TramsRail_FR_Dif,0.641298354
259,2018-11-04,Uestra_DE_Dif,-0.899409594
260,2018-12-04,HongKongPT_Dif,0.987300253
261,2018-12-04,JapanRail_Dif,1.27828495
262,2018-12-04,SaudiPT_Dif,0.337018364
263,2018-12-04,TramsRail_FR_Dif,0.611266929
264,2018-12-04,Uestra_DE_Dif,-0.980376367
265,2018-04-16,HongKongPT_Dif,1.132257035
266,2018-04-16,JapanRail_Dif,1.271129101
267,2018-04-16,SaudiPT_Dif,0.362754796
268,2018-04-16,TramsRail_FR_Dif,0.60589369
269,2018-04-16,Uestra_DE_Dif,-0.904042495
270,2018-04-17,HongKongPT_Dif,1.203328588
271,2018-04-17,JapanRail_Dif,1.324413841
272,2018-04-17,SaudiPT_Dif,0.288181502
273,2018-04-17,TramsRail_FR_Dif,0.547588543
274,2018-04-17,Uestra_DE_Dif,-0.89264337
275,2018-04-18,HongKongPT_Dif,1.141066451
276,2018-04-18,JapanRail_Dif,1.298782545
277,2018-04-18,SaudiPT_Dif,0.219779521
278,2018-04-18,TramsRail_FR_Dif,0.50932693
279,2018-04-18,Uestra_DE_Dif,-0.785157758
280,2018-04-19,HongKongPT_Dif,1.021829694
281,2018-04-19,JapanRail_Dif,1.315429326
282,2018-04-19,SaudiPT_Dif,0.26966828
283,2018-04-19,TramsRail_FR_Dif,0.492846612
284,2018-04-19,Uestra_DE_Dif,-0.769498107
285,2018-04-23,HongKongPT_Dif,1.149456973
286,2018-04-23,JapanRail_Dif,1.26680086
287,2018-04-23,SaudiPT_Dif,0.301685295
288,2018-04-23,TramsRail_FR_Dif,0.425447158
289,2018-04-23,Uestra_DE_Dif,-0.772822484
290,2018-04-24,HongKongPT_Dif,1.042124401
291,2018-04-24,JapanRail_Dif,1.285125197
292,2018-04-24,SaudiPT_Dif,0.323175218
293,2018-04-24,TramsRail_FR_Dif,0.417386247
294,2018-04-24,Uestra_DE_Dif,-0.879489436
295,2018-04-25,HongKongPT_Dif,1.128726351
296,2018-04-25,JapanRail_Dif,1.306310301
297,2018-04-25,SaudiPT_Dif,0.336312799
298,2018-04-25,TramsRail_FR_Dif,0.461726166
299,2018-04-25,Uestra_DE_Dif,-0.823792719
300,2018-04-26,HongKongPT_Dif,1.218808477
301,2018-04-26,JapanRail_Dif,1.278514916
302,2018-04-26,SaudiPT_Dif,0.353119949
303,2018-04-26,TramsRail_FR_Dif,0.403851775
304,2018-04-26,Uestra_DE_Dif,-0.886173803
305,2018-02-05,HongKongPT_Dif,0.786268582
306,2018-02-05,JapanRail_Dif,1.501692184
307,2018-02-05,SaudiPT_Dif,0.338285951
308,2018-02-05,TramsRail_FR_Dif,0.295172602
309,2018-02-05,Uestra_DE_Dif,-0.795395483
310,2018-08-05,HongKongPT_Dif,0.876519254
311,2018-08-05,JapanRail_Dif,1.39857234
312,2018-08-05,SaudiPT_Dif,0.142794433
313,2018-08-05,TramsRail_FR_Dif,0.305646875
314,2018-08-05,Uestra_DE_Dif,-0.812227998
315,2018-09-05,HongKongPT_Dif,0.839041079
316,2018-09-05,JapanRail_Dif,1.386936957
317,2018-09-05,SaudiPT_Dif,0.218334746
318,2018-09-05,TramsRail_FR_Dif,0.287400032
319,2018-09-05,Uestra_DE_Dif,-0.832864089
320,2018-10-05,HongKongPT_Dif,0.704473085
321,2018-10-05,JapanRail_Dif,1.372055228
322,2018-10-05,SaudiPT_Dif,0.183866949
323,2018-10-05,TramsRail_FR_Dif,0.271135094
324,2018-10-05,Uestra_DE_Dif,-0.886251402
325,2018-05-14,HongKongPT_Dif,0.614364623
326,2018-05-14,JapanRail_Dif,1.377425754
327,2018-05-14,SaudiPT_Dif,0.096338005
328,2018-05-14,TramsRail_FR_Dif,0.278707017
329,2018-05-14,Uestra_DE_Dif,-0.856042621
330,2018-05-15,HongKongPT_Dif,0.72372414
331,2018-05-15,JapanRail_Dif,1.427220657
332,2018-05-15,SaudiPT_Dif,0.085403152
333,2018-05-15,TramsRail_FR_Dif,0.260775876
334,2018-05-15,Uestra_DE_Dif,-0.850912014
335,2018-05-16,HongKongPT_Dif,0.73548229
336,2018-05-16,JapanRail_Dif,1.450753827
337,2018-05-16,SaudiPT_Dif,0.080851828
338,2018-05-16,TramsRail_FR_Dif,0.24011497
339,2018-05-16,Uestra_DE_Dif,-0.786893783
340,2018-05-17,HongKongPT_Dif,0.782719667
341,2018-05-17,JapanRail_Dif,1.420869431
342,2018-05-17,SaudiPT_Dif,0.075245806
343,2018-05-17,TramsRail_FR_Dif,0.161982368
344,2018-05-17,Uestra_DE_Dif,-0.866014479
345,2018-05-23,HongKongPT_Dif,0.687027304
346,2018-05-23,JapanRail_Dif,1.551245127
347,2018-05-23,SaudiPT_Dif,0.065478183
348,2018-05-23,TramsRail_FR_Dif,0.317103343
349,2018-05-23,Uestra_DE_Dif,-0.855460577
350,2018-05-24,HongKongPT_Dif,0.602584022
351,2018-05-24,JapanRail_Dif,1.679249593
352,2018-05-24,SaudiPT_Dif,0.127143924
353,2018-05-24,TramsRail_FR_Dif,0.34210339
354,2018-05-24,Uestra_DE_Dif,-0.774018893
355,2018-05-29,HongKongPT_Dif,0.622312814
356,2018-05-29,JapanRail_Dif,1.80360997
357,2018-05-29,SaudiPT_Dif,0.167608001
358,2018-05-29,TramsRail_FR_Dif,0.500711099
359,2018-05-29,Uestra_DE_Dif,-0.438761493
360,2018-05-30,HongKongPT_Dif,0.915976479
361,2018-05-30,JapanRail_Dif,1.885928127
362,2018-05-30,SaudiPT_Dif,0.126257814
363,2018-05-30,TramsRail_FR_Dif,0.51609909
364,2018-05-30,Uestra_DE_Dif,-0.517193012
365,2018-05-31,HongKongPT_Dif,0.742425168
366,2018-05-31,JapanRail_Dif,1.831888145
367,2018-05-31,SaudiPT_Dif,0.095065722
368,2018-05-31,TramsRail_FR_Dif,0.55769451
369,2018-05-31,Uestra_DE_Dif,-0.270035162
370,2018-04-06,HongKongPT_Dif,0.53580463
371,2018-04-06,JapanRail_Dif,1.785951036
372,2018-04-06,SaudiPT_Dif,9.94e-05
373,2018-04-06,TramsRail_FR_Dif,0.525198653
374,2018-04-06,Uestra_DE_Dif,-0.125969514
375,2018-05-06,HongKongPT_Dif,0.566773231
376,2018-05-06,JapanRail_Dif,1.823150149
377,2018-05-06,SaudiPT_Dif,-0.032314448
378,2018-05-06,TramsRail_FR_Dif,0.542382634
379,2018-05-06,Uestra_DE_Dif,-0.315435972
380,2018-06-06,HongKongPT_Dif,0.520210038
381,2018-06-06,JapanRail_Dif,1.875484597
382,2018-06-06,SaudiPT_Dif,-0.02004809
383,2018-06-06,TramsRail_FR_Dif,0.547253557
384,2018-06-06,Uestra_DE_Dif,-0.344159922
385,2018-07-06,HongKongPT_Dif,0.448944135
386,2018-07-06,JapanRail_Dif,1.82492811
387,2018-07-06,SaudiPT_Dif,0.025685541
388,2018-07-06,TramsRail_FR_Dif,0.568691347
389,2018-07-06,Uestra_DE_Dif,-0.331436618
390,2018-11-06,HongKongPT_Dif,0.575135753
391,2018-11-06,JapanRail_Dif,1.865790181
392,2018-11-06,SaudiPT_Dif,-0.022827406
393,2018-11-06,TramsRail_FR_Dif,0.53198088
394,2018-11-06,Uestra_DE_Dif,-0.097734949
395,2018-12-06,HongKongPT_Dif,0.564071552
396,2018-12-06,JapanRail_Dif,1.964618908
397,2018-12-06,SaudiPT_Dif,0.000318401
398,2018-12-06,TramsRail_FR_Dif,0.561492652
399,2018-12-06,Uestra_DE_Dif,0.259692902
400,2018-06-13,HongKongPT_Dif,0.670299516
401,2018-06-13,JapanRail_Dif,1.978346742
402,2018-06-13,SaudiPT_Dif,0.007977762
403,2018-06-13,TramsRail_FR_Dif,0.562412396
404,2018-06-13,Uestra_DE_Dif,0.660920652
405,2018-06-14,HongKongPT_Dif,0.634796205
406,2018-06-14,JapanRail_Dif,2.039925945
407,2018-06-14,SaudiPT_Dif,0.005424642
408,2018-06-14,TramsRail_FR_Dif,0.453604136
409,2018-06-14,Uestra_DE_Dif,0.159065887
410,2018-06-19,HongKongPT_Dif,1.023633629
411,2018-06-19,JapanRail_Dif,2.275447448
412,2018-06-19,SaudiPT_Dif,0.049835377
413,2018-06-19,TramsRail_FR_Dif,0.292989848
414,2018-06-19,Uestra_DE_Dif,1.185662579
415,2018-06-20,HongKongPT_Dif,0.901734682
416,2018-06-20,JapanRail_Dif,2.234966747
417,2018-06-20,SaudiPT_Dif,-0.013713847
418,2018-06-20,TramsRail_FR_Dif,0.319311632
419,2018-06-20,Uestra_DE_Dif,0.766140666
420,2018-06-21,HongKongPT_Dif,0.95640028
421,2018-06-21,JapanRail_Dif,2.215787783
422,2018-06-21,SaudiPT_Dif,-0.05308663
423,2018-06-21,TramsRail_FR_Dif,0.400203465
424,2018-06-21,Uestra_DE_Dif,1.067231306
425,2018-06-25,HongKongPT_Dif,1.050470964
426,2018-06-25,JapanRail_Dif,2.13163283
427,2018-06-25,SaudiPT_Dif,-0.070556753
428,2018-06-25,TramsRail_FR_Dif,0.4463962
429,2018-06-25,Uestra_DE_Dif,0.820807594
430,2018-06-26,HongKongPT_Dif,1.130760832
431,2018-06-26,JapanRail_Dif,2.144694691
432,2018-06-26,SaudiPT_Dif,-0.088594301
433,2018-06-26,TramsRail_FR_Dif,0.450088504
434,2018-06-26,Uestra_DE_Dif,0.844882381
435,2018-06-27,HongKongPT_Dif,1.220569115
436,2018-06-27,JapanRail_Dif,2.111149069
437,2018-06-27,SaudiPT_Dif,-0.107768797
438,2018-06-27,TramsRail_FR_Dif,0.38412514
439,2018-06-27,Uestra_DE_Dif,1.099962379
440,2018-06-28,HongKongPT_Dif,1.180917959
441,2018-06-28,JapanRail_Dif,2.071961802
442,2018-06-28,SaudiPT_Dif,-0.10143016
443,2018-06-28,TramsRail_FR_Dif,0.45820624
444,2018-06-28,Uestra_DE_Dif,0.8830843
445,2018-03-07,HongKongPT_Dif,0.993938789
446,2018-03-07,JapanRail_Dif,1.861975447
447,2018-03-07,SaudiPT_Dif,-0.009280347
448,2018-03-07,TramsRail_FR_Dif,0.458885659
449,2018-03-07,Uestra_DE_Dif,1.099608319
450,2018-05-07,HongKongPT_Dif,0.980499875
451,2018-05-07,JapanRail_Dif,1.930090084
452,2018-05-07,SaudiPT_Dif,0.014735853
453,2018-05-07,TramsRail_FR_Dif,0.387692876
454,2018-05-07,Uestra_DE_Dif,1.150088593
455,2018-09-07,HongKongPT_Dif,0.895957071
456,2018-09-07,JapanRail_Dif,1.796187344
457,2018-09-07,SaudiPT_Dif,-0.078135009
458,2018-09-07,TramsRail_FR_Dif,0.34201719
459,2018-09-07,Uestra_DE_Dif,0.688819836
460,2018-10-07,HongKongPT_Dif,0.839908271
461,2018-10-07,JapanRail_Dif,1.6179073
462,2018-10-07,SaudiPT_Dif,-0.142555633
463,2018-10-07,TramsRail_FR_Dif,0.289933466
464,2018-10-07,Uestra_DE_Dif,0.644697534
465,2018-11-07,HongKongPT_Dif,0.94407031
466,2018-11-07,JapanRail_Dif,1.70368642
467,2018-11-07,SaudiPT_Dif,-0.07050811
468,2018-11-07,TramsRail_FR_Dif,0.405494229
469,2018-11-07,Uestra_DE_Dif,0.77361268
470,2018-12-07,HongKongPT_Dif,0.954331668
471,2018-12-07,JapanRail_Dif,1.722115927
472,2018-12-07,SaudiPT_Dif,-0.114162696
473,2018-12-07,TramsRail_FR_Dif,0.330824521
474,2018-12-07,Uestra_DE_Dif,0.722881472
475,2018-07-16,HongKongPT_Dif,0.764378983
476,2018-07-16,JapanRail_Dif,1.654562846
477,2018-07-16,SaudiPT_Dif,-0.170749038
478,2018-07-16,TramsRail_FR_Dif,0.325752251
479,2018-07-16,Uestra_DE_Dif,0.67736122
480,2018-07-17,HongKongPT_Dif,0.865004848
481,2018-07-17,JapanRail_Dif,1.796080556
482,2018-07-17,SaudiPT_Dif,-0.178735555
483,2018-07-17,TramsRail_FR_Dif,0.306916099
484,2018-07-17,Uestra_DE_Dif,0.610120485
485,2018-07-18,HongKongPT_Dif,0.883067829
486,2018-07-18,JapanRail_Dif,1.799136653
487,2018-07-18,SaudiPT_Dif,-0.155288282
488,2018-07-18,TramsRail_FR_Dif,0.271140109
489,2018-07-18,Uestra_DE_Dif,0.540284398
490,2018-07-19,HongKongPT_Dif,1.02863159
491,2018-07-19,JapanRail_Dif,1.741790294
492,2018-07-19,SaudiPT_Dif,-0.173221658
493,2018-07-19,TramsRail_FR_Dif,0.314775662
494,2018-07-19,Uestra_DE_Dif,0.593564578
495,2018-07-23,HongKongPT_Dif,0.786275739
496,2018-07-23,JapanRail_Dif,1.877149324
497,2018-07-23,SaudiPT_Dif,-0.117715713
498,2018-07-23,TramsRail_FR_Dif,0.370551691
499,2018-07-23,Uestra_DE_Dif,0.68568882
500,2018-07-24,HongKongPT_Dif,0.672025091
501,2018-07-24,JapanRail_Dif,1.871837128
502,2018-07-24,SaudiPT_Dif,-0.156576813
503,2018-07-24,TramsRail_FR_Dif,0.290177608
504,2018-07-24,Uestra_DE_Dif,0.438482747
505,2018-07-25,HongKongPT_Dif,0.599410271
506,2018-07-25,JapanRail_Dif,1.839450083
507,2018-07-25,SaudiPT_Dif,-0.258057629
508,2018-07-25,TramsRail_FR_Dif,0.301355544
509,2018-07-25,Uestra_DE_Dif,0.512104404
510,2018-07-26,HongKongPT_Dif,0.638695787
511,2018-07-26,JapanRail_Dif,1.968433298
512,2018-07-26,SaudiPT_Dif,-0.221981993
513,2018-07-26,TramsRail_FR_Dif,0.223568109
514,2018-07-26,Uestra_DE_Dif,0.358318162
515,2018-07-30,HongKongPT_Dif,0.652191004
516,2018-07-30,JapanRail_Dif,2.05127724
517,2018-07-30,SaudiPT_Dif,-0.325839744
518,2018-07-30,TramsRail_FR_Dif,0.208236945
519,2018-07-30,Uestra_DE_Dif,0.365696594
520,2018-07-31,HongKongPT_Dif,0.809998864
521,2018-07-31,JapanRail_Dif,1.955008786
522,2018-07-31,SaudiPT_Dif,-0.334186516
523,2018-07-31,TramsRail_FR_Dif,0.179386743
524,2018-07-31,Uestra_DE_Dif,0.360813568
